HGNC	entrez_id
IVNS1ABP	10625
JAG1	182
JAGN1	84522
JAK3	3718
JAM2	58494
JAM3	83700
JARID2	3720
JMJD1C	221037
JPH2	57158
JPH3	57338
JUP	3728
KANSL1	284058
KARS1	3735
KAT2B	8850
KAT6A	7994
KAT6B	23522
KATNB1	10300
KATNIP	23247
KBTBD2	25948
KCNA2	3737
KCNA5	3741
KCNB1	3745
KCNC1	3746
KCNC3	3748
KCND3	3752
KCNE1	3753
KCNH2	3757
KCNJ1	3758
KCNJ10	3766
KCNJ11	3767
KCNJ13	3769
KCNJ2	3759
KCNJ3	3760
KCNMA1	3778
KCNN2	3781
KCNQ1	3784
KCNQ2	3785
KCNQ3	3786
KCNQ4	9132
KCNQ5	56479
KCNT2	343450
KCNV2	169522
KCTD16	57528
KCTD17	79734
KCTD3	51133
KCTD7	154881
KDELR2	11014
KDM1A	23028
KDM3A	55818
KDM3B	51780
KDM4B	23030
KDM5B	10765
KDM5C	8242
KDM6A	7403
KDM6B	23135
KDR	3791
KDSR	2531
KERA	11081
KHDC3L	154288
KIAA0586	9786
KIAA0753	9851
KIAA0825	285600
KIAA1549	57670
KIDINS220	57498
KIF11	3832
KIF12	113220
KIF14	9928
KIF1B	23095
KIF1C	10749
KIF2A	3796
KIF5A	3798
KIF7	374654
KIFBP	26128
KIRREL3	84623
KISS1R	84634
KIT	3815
KIZ	55857
KLF1	10661
KLF12	11278
KLF4	9314
KLF7	8609
KLHL24	54800
KLHL3	26249
KLHL40	131377
KLHL41	10324
KLHL7	55975
KLK4	9622
KLKB1	3818
KMT2A	4297
KMT2B	9757
KMT2C	58508
KMT2D	8085
KMT2E	55904
KMT5B	51111
KNG1	3827
KNL1	57082
KPNA3	3839
KPNB1	3837
KPTN	11133
KRIT1	889
KRT1	3848
KRT10	3858
KRT14	3861
KRT16	3868
KRT5	3852
KRT6A	3853
KRT9	3857
KSR2	283455
KY	339855
KYNU	8942
L1CAM	3897
L2HGDH	79944
LACC1	144811
LAMA1	284217
LAMA2	3908
LAMA3	3909
LAMA4	3910
LAMA5	3911
LAMB1	3912
LAMB2	3913
LAMB3	3914
LAMC2	3918
LAMC3	10319
LAMP2	3920
LARGE1	9215
LARP7	51574
LARS1	51520
LARS2	23395
LAT	27040
LATS1	9113
LBR	3930
LCA5	167691
LCAT	3931
LCK	3932
LCOR	84458
LCT	3938
LDB1	8861
LDB2	9079
LDHA	3939
LDHB	3945
LDLR	3949
LDLRAP1	26119
LEF1	51176
LEMD3	23592
LEP	3952
LEPR	3953
LFNG	3955
LGI1	9211
LGI4	163175
LHB	3972
LHCGR	3973
LHFPL5	222662
LHX2	9355
LHX3	8022
LHX4	89884
LHX6	26468
LHX9	56956
LIAS	11019
LIFR	3977
LIG4	3981
LINS1	55180
LIPA	3988
LIPE	3991
LIPG	9388
LIPH	200879
LIPT1	51601
LMAN1	3998
LMBRD1	55788
LMF1	64788
LMNA	4000
LMOD3	56203
LMX1A	4009
LMX1B	4010
LNPK	80856
LONP1	9361
LORICRIN	4014
LOX	4015
LOXHD1	125336
LPAR6	10161
LPHN2	23266
LPHN3	23284
LPIN1	23175
LPIN2	9663
LPL	4023
LRAT	9227
LRBA	987
LRIG2	9860
LRIT3	345193
LRMDA	83938
LRP2	4036
LRP4	4038
LRP5	4041
LRP6	4040
LRPAP1	4043
LRPPRC	10128
LRRC4C	57689
LRRC56	115399
LRRC7	57554
LRRK1	79705
LRRK2	120892
LRRTM3	347731
LRSAM1	90678
LRTOMT	220074
LSAMP	4045
LSM12	124801
LTBP1	4052
LTBP2	4053
LTBP3	4054
LTBP4	8425
LUC7L3	51747
LYRM7	90624
LYST	1130
LZTFL1	54585
LZTR1	8216
MAB21L1	4081
MAB21L2	10586
MACF1	23499
MADD	8567
MAF	4094
MAG	4099
MAGED2	10916
MAGEL2	54551
MAGI2	9863
MAGT1	84061
MAK	4117
MALT1	10892
MAMLD1	10046
MAN1B1	11253
MAN2B1	4125
MANBA	4126
MAOA	4128
MAP1B	4131
MAP2	4133
MAP2K4	6416
MAP3K20	51776
MAP3K3	4215
MAP3K6	9064
MAP3K7	6885
MAPK1	5594
MAPK8	5599
MAPK8IP3	23162
MAPKAP1	79109
MAPKBP1	23005
MAPRE2	10982
MARS1	4141
MARS2	92935
MARVELD2	153562
MASP1	5648
MAT1A	4143
MAT2A	4144
MATR3	9782
MAX	4149
MBD4	8930
MBD5	55777
MBOAT7	79143
MBTD1	54799
MBTPS1	8720
MC1R	4157
MC2R	4158
MC4R	4160
MCCC1	56922
MCCC2	64087
MCEE	84693
MCFD2	90411
MCIDAS	345643
MCM10	55388
MCM3AP	8888
MCM4	4173
MCM6	4175
MCM7	4176
MCM8	84515
MCM9	254394
MCOLN1	57192
MCPH1	79648
MDGA2	161357
MDH2	4191
MDM2	4193
MECOM	2122
MECP2	4204
MECR	51102
MED1	5469
MED12L	116931
MED13	9969
MED13L	23389
MED17	9440
MED23	9439
MED25	81857
MED27	9442
MEF2A	4205
MEF2C	4208
MEGF10	84466
MEGF8	1954
MEI1	150365
MEIS1	4211
MEIS2	4212
MEMO1	51072
MEN1	4221
MEOX1	4222
MEPE	56955
MERTK	10461
MESD	23184
MESP1	55897
MESP2	145873
MET	4233
METTL23	124512
METTL5	29081
MFAP5	8076
MFF	56947
MFRP	83552
MFSD8	256471
MGAT2	4247
MGAT5	4249
MGEA5	10724
MGME1	92667
MGMT	4255
MGP	4256
MIB1	57534
MICA	100507436
MICAL1	64780
MICOS13	125988
MICU1	10367
MID1	4281
MINPP1	9562
MIP	4284
MIPEP	4285
MITF	4286
MKKS	8195
MKLN1	4289
MKS1	54903
MLC1	23209
MLH1	4292
MLH3	27030
MLLT10	8028
MLLT3	4300
MLPH	79083
MLYCD	23417
MMAA	166785
MMAB	326625
MMACHC	25974
MMADHC	27249
MME	4311
MMP13	4322
MMP14	4323
MMP2	4313
MMP20	9313
MMP21	118856
MMP9	4318
MMUT	4594
MN1	4330
MNS1	55329
MNT	4335
MNX1	3110
MOCOS	55034
MOCS1	4337
MOCS2	4338
MOGS	7841
MORF4L1	10933
MPDU1	9526
MPDZ	8777
MPI	4351
MPIG6B	80739
MPL	4352
MPLKIP	136647
MPO	4353
MPPED2	744
MPV17	4358
MPZ	4359
MPZL2	10205
MRAP	56246
MRE11	4361
MRPL3	11222
MRPS16	51021
MRPS22	56945
MRPS34	65993
MS4A2	2206
MSH2	4436
MSH3	4437
MSH4	4438
MSH5	4439
MSH6	2956
MSI2	124540
MSL1	339287
MSL3	10943
MSN	4478
MSR1	4481
MSRB3	253827
MSTO1	55154
MSX1	4487
MSX2	4488
MT-ATP6	4508
MT-ATP8	4509
MT-CO1	4512
MT-CO2	4513
MT-CO3	4514
MT-CYTB	4519
MT-ND1	4535
MT-ND2	4536
MT-ND4	4538
MT-ND5	4540
MT-ND6	4541
MTF2	22823
MTFMT	123263
MTHFD1	4522
MTHFR	4524
MTM1	4534
MTMR2	8898
MTO1	25821
MTOR	2475
MTR	4548
MTRFR	91574
MTRR	4552
MTTP	4547
MTX2	10651
MUSK	4593
MUTYH	4595
MVD	4597
MVK	4598
MYBPC1	4604
MYBPC3	4607
MYC	4609
MYCBP2	23077
MYCN	4613
MYD88	4615
MYH10	4628
MYH14	79784
MYH2	4620
MYH3	4621
MYH6	4624
MYH7	4625
MYH7B	57644
MYH9	4627
MYL2	4633
MYLK	4638
MYLK3	91807
MYO15A	51168
MYO18B	84700
MYO1E	4643
MYO3A	53904
MYO5A	4644
MYO5B	4645
MYO6	4646
MYO7A	4647
MYOC	4653
MYOCD	93649
MYOD1	4654
MYOM1	8736
MYORG	57462
MYPN	84665
MYRF	745
MYSM1	114803
MYT1L	23040
NAA10	8260
NAA15	80155
NADK2	133686
NADSYN1	55191
NAF1	92345
NAGA	4668
NAGLU	4669
NAGS	162417
NALCN	259232
NAMPT	10135
NANS	54187
NAP1L1	4673
NARS1	4677
NARS2	79731
NAV2	89797
NAXD	55739
NAXE	128240
NBAS	51594
NBEA	26960
NBEAL2	23218
NBN	4683
NCAM1	4684
NCAPD2	9918
NCAPD3	23310
NCF1	653361
NCF2	4688
NCF4	4689
NCKAP1	10787
NCOA1	8648
NCOA2	10499
NCOA6	23054
NCOR1	9611
NCSTN	23385
NDE1	54820
NDNF	79625
NDP	4693
NDRG1	10397
NDUFA10	4705
NDUFA11	126328
NDUFA12	55967
NDUFA4	4697
NDUFA6	4700
NDUFAF1	51103
NDUFAF2	91942
NDUFAF3	25915
NDUFAF5	79133
NDUFAF6	137682
NDUFAF8	284184
NDUFB11	54539
NDUFB3	4709
NDUFS1	4719
NDUFS3	4722
NDUFS4	4724
NDUFS6	4726
NDUFV1	4723
NDUFV2	4729
NEB	4703
NECAP1	25977
NECTIN1	5818
NECTIN4	81607
NEDD4L	23327
NEFH	4744
NEGR1	257194
NEK1	4750
NEK8	284086
NEK9	91754
NEMF	9147
NEU1	4758
NEUROD1	4760
NEUROD2	4761
NEUROG3	50674
NEXMIF	340533
NEXN	91624
NF1	4763
NF2	4771
NFASC	23114
NFAT5	10725
NFATC3	4775
NFIA	4774
NFIB	4781
NFIX	4784
NFKB1	4790
NFKB2	4791
NFKBIA	4792
NFU1	27247
NGLY1	55768
NHEJ1	79840
NHLRC1	378884
NHS	4810
NID1	4811
NIN	51199
NIPAL4	348938
NIPBL	25836
NKTR	4820
NKX2-1	7080
NKX2-2	4821
NKX2-5	1482
NKX2-6	137814
NKX3-2	579
NKX6-2	84504
NLGN4X	57502
NLK	51701
NLRP12	91662
NLRP2	55655
NLRP5	126206
NLRP7	199713
NMNAT1	64802
NMT1	4836
NNT	23530
NOBOX	135935
NOD2	64127
NODAL	4838
NOG	9241
NONO	4841
NOTCH1	4851
NOTCH2	4853
NOTCH3	4854
NOVA1	4857
NOVA2	4858
NPAS3	64067
NPC1	4864
NPC2	10577
NPHP1	4867
NPHP3	27031
NPHP4	261734
NPHS1	4868
NPHS2	7827
NPM1	4869
NPR2	4882
NPR3	4883
NPRL2	10641
NPRL3	8131
NR0B1	190
NR0B2	8431
NR1H4	9971
NR2E1	7101
NR2E3	10002
NR2F1	7025
NR2F2	7026
NR3C1	2908
NR3C2	4306
NR4A2	4929
NR5A1	2516
NR6A1	2649
NRBP1	29959
NRF1	4899
NRG1	3084
NRL	4901
NRP1	8829
NRROS	375387
NRXN1	9378
NRXN3	9369
NSD1	64324
NSD2	7468
NSD3	54904
NSDHL	50814
NSMCE2	286053
NSRP1	84081
NSUN2	54888
NSUN3	63899
NT5C2	22978
NT5C3A	51251
NT5E	4907
NTHL1	4913
NTN1	9423
NTRK1	4914
NTRK2	4915
NTRK3	4916
NUBPL	80224
NUDT21	11051
NUFIP2	57532
NUP107	57122
NUP160	23279
NUP188	23511
NUP37	79023
NUP93	9688
NUS1	116150
NUTF2	10204
NXN	64359
NYNRIN	57523
NYX	60506
OAT	4942
OBSL1	23363
OCA2	4948
OCLN	100506658
OCRL	4952
ODAD1	93233
ODAD2	55130
ODAD3	115948
ODAD4	83538
ODAPH	152816
ODC1	4953
OFD1	8481
OGT	8473
OMG	4974
OPA1	4976
OPA3	80207
OPHN1	4983
OPLAH	26873
OPN1LW	5956
OPN1MW	2652
OPTN	10133
ORAI1	84876
ORC1	4998
ORC4	5000
ORC6	23594
OSBPL2	9885
OSGEP	55644
OSTM1	28962
OTC	5009
OTOA	146183
OTOF	9381
OTOG	340990
OTOGL	283310
OTUD6B	51633
OTULIN	90268
OTX2	5015
OXCT1	5019
OXR1	55074
P2RY12	64805
P3H1	64175
P3H2	55214
P4HA1	5033
P4HTM	54681
PA2G4	5036
PABPC1	26986
PADI3	51702
PADI6	353238
PAFAH1B1	5048
PAH	5053
PAK3	5063
PALB2	79728
PANK2	80025
PAPOLA	10914
PAPPA2	60676
PAPSS2	9060
PARD3	56288
PARK7	11315
PARN	5073
PARS2	25973
PATL2	197135
PAX1	5075
PAX2	5076
PAX3	5077
PAX4	5078
PAX5	5079
PAX6	5080
PAX7	5081
PAX8	7849
PAX9	5083
PBRM1	55193
PBX1	5087
PC	5091
PCARE	388939
PCBD1	5092
PCBP2	5094
PCCA	5095
PCCB	5096
PCDH12	51294
PCDH15	65217
PCDH19	57526
PCF11	51585
PCGF5	84333
PCK1	5105
PCK2	5106
PCLO	27445
PCNA	5111
PCNT	5116
PCSK1	5122
PCYT1A	5130
PDCD10	11235
PDE10A	10846
PDE11A	50940
PDE2A	5138
PDE4A	5141
PDE6A	5145
PDE6B	5158
PDE6C	5146
PDE6D	5147
PDE6G	5148
PDE8B	8622
PDGFB	5155
PDGFRA	5156
PDGFRB	5159
PDHA1	5160
PDHB	5162
PDHX	8050
PDLIM3	27295
PDP1	54704
PDS5A	23244
PDSS1	23590
PDSS2	57107
PDX1	3651
PDZD7	79955
PEPD	5184
PER3	8863
PERP	64065
PET100	100131801
PEX1	5189
PEX10	5192
PEX11B	8799
PEX12	5193
PEX13	5194
PEX14	5195
PEX16	9409
PEX19	5824
PEX2	5828
PEX26	55670
PEX3	8504
PEX5	5830
PEX6	5190
PEX7	5191
PFKM	5213
PGAM2	5224
PGAP1	80055
PGAP2	27315
PGAP3	93210
PGBD3	267004
PGK1	5230
PGM1	5236
PGM3	5238
PHEX	5251
PHF12	57649
PHF21A	51317
PHF6	84295
PHF8	23133
PHGDH	26227
PHIP	55023
PHKA1	5255
PHKA2	5256
PHKB	5257
PHKG2	5261
PHOX2A	401
PHOX2B	8929
PHYH	5264
PI4KA	5297
PIAS1	8554
PIAS2	9063
PIBF1	10464
PIEZO1	9780
PIEZO2	63895
PIGA	5277
PIGB	9488
PIGC	5279
PIGG	54872
PIGK	10026
PIGL	9487
PIGN	23556
PIGO	84720
PIGQ	9091
PIGS	94005
PIGT	51604
PIGV	55650
PIGW	284098
PIK3C2A	5286
PIK3CB	5291
PIK3CD	5293
PIK3R1	5295
PIKFYVE	200576
PINK1	65018
PIP5K1C	23396
PITPNA	5306
PITPNM3	83394
PITX1	5307
PITX2	5308
PJVK	494513
PKD1	5310
PKD1L1	168507
PKD2	5311
PKDCC	91461
PKHD1	5314
PKLR	5313
PKNOX2	63876
PKP1	5317
PKP2	5318
PLA2G4A	5321
PLA2G5	5322
PLA2G6	8398
PLA2G7	7941
PLAA	9373
PLAG1	5324
PLCB1	23236
PLCB4	5332
PLCD1	5333
PLCE1	51196
PLD1	5337
PLD3	23646
PLEC	5339
PLEKHG5	57449
PLEKHM1	9842
PLG	5340
PLIN1	5346
PLK1	5347
PLK4	10733
PLN	5350
PLOD1	5351
PLOD2	5352
PLOD3	8985
PLP1	5354
PLPBP	11212
PLRG1	5356
PLS3	5358
PLVAP	83483
PLXNA1	5361
PLXNA4	91584
PLXNC1	10154
PMFBP1	83449
PMM2	5373
PMP22	5376
PMS1	5378
PMS2	5395
PMVK	10654
PNISR	25957
PNKD	25953
PNKP	11284
PNLDC1	154197
PNP	4860
PNPLA1	285848
PNPLA2	57104
PNPLA6	10908
PNPLA8	50640
PNPO	55163
PNPT1	87178
POC1A	25886
POC1B	282809
PODXL	5420
POFUT1	23509
POGLUT1	56983
POGZ	23126
POLA1	5422
POLD1	5424
POLE	5426
POLG	5428
POLG2	11232
POLH	5429
POLR1A	25885
POLR1C	9533
POLR1D	51082
POLR2A	5430
POLR3A	11128
POLR3B	55703
POLR3GL	84265
POMC	5443
POMGNT1	55624
POMGNT2	84892
POMK	84197
POMP	51371
POMT1	10585
POMT2	29954
POP1	10940
POR	5447
PORCN	64840
POT1	25913
POU1F1	5449
POU2F1	5451
POU3F3	5455
POU3F4	5456
POU4F1	5457
POU4F3	5459
POU5F1	5460
PPARD	5467
PPARG	5468
PPARGC1A	10891
PPIB	5479
PPIG	9360
PPIL1	51645
PPM1A	5494
PPM1G	5496
PPOX	5498
PPP1CB	5500
PPP1CC	5501
PPP1R12A	4659
PPP1R13L	10848
PPP1R15B	84919
PPP1R21	129285
PPP2CA	5515
PPP2R2A	5520
PPP2R2B	5521
PPP2R5E	5529
PPP3CA	5530
PPP3CB	5532
PPT1	5538
PQBP1	10084
PRCD	768206
PRDM12	59335
PRDM16	63976
PRDM5	11107
PRDX1	5052
PREPL	9581
PRF1	5551
PRG4	10216
PRICKLE2	166336
PRKAR1A	5573
PRKCB	5579
PRKCD	5580
PRKCE	5581
PRKCG	5582
PRKCSH	5589
PRKG1	5592
PRKN	5071
PRKRA	8575
PRMT5	10419
PRMT7	54496
PRNP	5621
PROC	5624
PRODH2	58510
PROK2	60675
PROKR2	128674
PROM1	8842
PROP1	5626
PROS1	5627
PROX1	5629
PRPF19	27339
PRPF31	26121
PRPF39	55015
PRPF4	9128
PRPF4B	8899
PRPF6	24148
PRPF8	10594
PRPH2	5961
PRPS1	5631
PRR12	57479
PRRT2	112476
PRRX1	5396
PRSS12	8492
PRSS56	646960
PRUNE1	58497
PRX	57716
PSAP	5660
PSAT1	29968
PSEN1	5663
PSEN2	5664
PSENEN	55851
PSIP1	11168
PSMA2	5683
PSMA3	5684
PSMA5	5686
PSMA6	5687
PSMB3	5691
PSMB4	5692
PSMB8	5696
PSMC3	5702
PSMC3IP	29893
PSMC6	5706
PSMD1	5707
PSMD11	5717
PSMD12	5718
PSMD14	10213
PSMD2	5708
PSMD4	5710
PSMD6	9861
PSME3	10197
PSPH	5723
PTBP2	58155
PTCD3	55037
PTCH1	5727
PTCH2	8643
PTCHD1	139411
PTEN	5728
PTF1A	256297
PTGES3	10728
PTGIS	5740
PTGS2	5743
PTH	5741
PTH1R	5745
PTHLH	5744
PTPN11	5781
PTPN12	5782
PTPN23	25930
PTPRC	5788
PTPRD	5789
PTPRJ	5795
PTPRK	5796
PTPRM	5797
PTPRO	5800
PTPRQ	374462
PTPRT	11122
PTRH2	51651
PTS	5805
PUF60	22827
PUM1	9698
PUM2	23369
PURA	5813
PUS1	80324
PUS3	83480
PUS7	54517
PXDN	7837
PYCR1	5831
PYCR2	29920
PYGL	5836
PYGM	5837
PYROXD1	79912
QARS1	5859
QDPR	5860
QRICH1	54870
QRICH2	84074
RAB10	10890
RAB11A	8766
RAB14	51552
RAB18	22931
RAB23	51715
RAB27A	5873
RAB28	9364
RAB33B	83452
RAB39B	116442
RAB3GAP1	22930
RAB3GAP2	25782
RAB8A	4218
RAD21	5885
RAD50	10111
RAD51	5888
RAD51B	5890
RAD51C	5889
RAD51D	5892
RAD9B	144715
RAG1	5896
RAG2	5897
RAI1	10743
RALA	5898
RALGAPA1	253959
RAN	5901
RAPGEF4	11069
RAPSN	5913
RARA	5914
RARB	5915
RARS1	5917
RARS2	57038
RASA1	5921
RASGRP1	10125
RASGRP2	10235
RAX	30062
RAX2	84839
RB1	5925
RBBP4	5928
RBBP7	5931
RBBP8	5932
RBCK1	10616
RBFOX1	54715
RBFOX2	23543
RBFOX3	146713
RBL2	5934
RBM10	8241
RBM12	10137
RBM20	282996
RBM25	58517
RBM8A	9939
RBP3	5949
RBP4	5950
RBPJ	3516
RBPMS	11030
RBX1	9978
RCBTB1	55213
RD3	343035
RDH11	51109
RDH12	145226
RDH5	5959
RDX	5962
RECQL	5965
RECQL4	9401
REEP1	65055
REEP2	51308
REEP6	92840
REL	5966
RELA	5970
RELB	5971
RELT	84957
REN	5972
RERE	473
REST	5978
RET	5979
RETREG1	54463
REV3L	5980
RFT1	91869
RFWD3	55159
RFX3	5991
RFX5	5993
RFX6	222546
RFXANK	8625
RFXAP	5994
RGR	5995
RGS2	5997
RGS9	8787
RGS9BP	388531
RHAG	6005
RHEB	6009
RHO	6010
RIC8B	55188
RICTOR	253260
RIMS1	22999
RIMS2	9699
RIN2	54453
RIPK1	8737
RIPK4	54101
RIPPLY2	134701
RLBP1	6017
RMI1	80010
RMND1	55005
RNASEH1	246243
RNASEH2A	10535
RNASEH2B	79621
RNASEH2C	84153
RNASEL	6041
RNASET2	8635
RND3	390
RNF113A	7737
RNF168	165918
RNF207	388591
RNF216	54476
RNF220	55182
RNF38	152006
RNF43	54894
RNPC3	55599
ROBO2	6092
ROBO3	64221
ROBO4	54538
ROCK1	6093
ROGDI	79641
ROM1	6094
RORA	6095
RORB	6096
RORC	6097
RP1	6101
RP1L1	94137
RP2	6102
RPE65	6121
RPGR	6103
RPGRIP1	57096
RPGRIP1L	23322
RPIA	22934
RPL11	6135
RPL13	6137
RPL15	6138
RPL35A	6165
RPL5	6125
RPS10	6204
RPS10-NUDT3	100529239
RPS17	6218
RPS19	6223
RPS24	6229
RPS26	6231
RPS6	6194
RPS6KA3	6197
RPS6KB1	6198
RPS7	6201
RPSA	3921
RRAS2	22800
RRM1	6240
RRM2B	50484
RS1	6247
RSPH1	89765
RSPH3	83861
RSPH4A	345895
RSPH9	221421
RSPO1	284654
RSPO2	340419
RSPO4	343637
RSPRY1	89970
RSRC1	51319
RTEL1	51750
RTN1	6252
RTN2	6253
RTN4IP1	84816
RTTN	25914
RUNX1	861
RUNX1T1	862
RUNX2	860
RUSC2	9853
RUVBL1	8607
RUVBL2	10856
RXRA	6256
RXYLT1	10329
RYK	6259
SACS	26278
SAE1	10055
SAG	6295
SALL1	6299
SALL4	57167
SAMD4A	23034
SAMD9	54809
SAMHD1	25939
SAR1B	51128
SARDH	1757
SARS1	6301
SARS2	54938
SASS6	163786
SATB1	6304
SATB2	23314
SBDS	51119
SBF1	6305
SBF2	81846
SCAF4	57466
SCAPER	49855
SCARF2	91179
SCFD1	23256
SCN10A	6336
SCN1A	6323
SCN2A	6326
SCN3A	6328
SCN4A	6329
SCN5A	6331
SCN8A	6334
SCN9A	6335
SCNN1A	6337
SCNN1B	6338
SCNN1G	6340
SCO1	6341
SCO2	9997
SCP2	6342
SCUBE3	222663
SCYL1	57410
SCYL2	55681
SDCCAG8	10806
SDHA	6389
SDHAF1	644096
SDHAF2	54949
SDHB	6390
SDHC	6391
SDHD	6392
SDR9C7	121214
SEC23B	10483
SEC24D	9871
SEC31A	22872
SEC61B	10952
SEC63	11231
SECISBP2	79048
SELENBP1	8991
SELENON	57190
SEMA3A	10371
SEMA4A	64218
SEMA6A	57556
SEMA6B	10501
SEMA6D	80031
SEPSECS	51091
SERAC1	84947
SERPINA1	5265
SERPINA6	866
SERPINA7	6906
SERPINB6	5269
SERPINB7	8710
SERPINB8	5271
SERPINC1	462
SERPIND1	3053
SERPINE1	5054
SERPINF1	5176
SERPINF2	5345
SERPING1	710
SET	6418
SETBP1	26040
SETD1A	9739
SETD1B	23067
SETD2	29072
SETD5	55209
SETX	23064
SF3A3	10946
SF3B1	23451
SF3B3	23450
SF3B4	10262
SFRP1	6422
SFRP4	6424
SFTPB	6439
SFTPC	6440
SFXN4	119559
SGCA	6442
SGCB	6443
SGCD	6444
SGCE	8910
SGCG	6445
SGPL1	8879
SGSH	6448
SH2D1A	4068
SH3KBP1	30011
SH3PXD2B	285590
SH3TC2	79628
SHANK2	22941
SHANK3	85358
SHH	6469
SHOX	6473
SHPK	23729
SI	6476
SIGMAR1	10280
SIK1	150094
SIL1	64374
SIM1	6492
SIN3A	25942
SIX2	10736
SIX3	6496
SIX5	147912
SKP2	6502
SLC10A2	6555
SLC10A7	84068
SLC12A1	6557
SLC12A2	6558
SLC12A3	6559
SLC12A5	57468
SLC12A6	9990
SLC13A5	284111
SLC14A1	6563
SLC16A1	6566
SLC16A12	387700
SLC16A2	6567
SLC17A5	26503
SLC17A8	246213
SLC18A2	6571
SLC18A3	6572
SLC19A2	10560
SLC19A3	80704
SLC1A3	6507
SLC1A4	6509
SLC20A2	6575
SLC22A12	116085
SLC22A5	6584
SLC24A1	9187
SLC24A4	123041
SLC24A5	283652
SLC25A1	6576
SLC25A11	8402
SLC25A13	10165
SLC25A15	10166
SLC25A20	788
SLC25A22	79751
SLC25A38	54977
SLC25A4	291
SLC25A42	284439
SLC25A46	91137
SLC26A2	1836
SLC26A3	1811
SLC26A4	5172
SLC26A5	375611
SLC26A7	115111
SLC27A4	10999
SLC29A3	55315
SLC2A1	6513
SLC2A10	81031
SLC2A2	6514
SLC2A9	56606
SLC30A10	55532
SLC30A2	7780
SLC30A9	10463
SLC33A1	9197
SLC34A1	6569
SLC34A2	10568
SLC34A3	142680
SLC35A2	7355
SLC35A3	23443
SLC35C1	55343
SLC35D1	23169
SLC37A4	2542
SLC38A8	146167
SLC39A13	91252
SLC39A14	23516
SLC39A4	55630
SLC39A5	283375
SLC39A7	7922
SLC39A8	64116
SLC3A1	6519
SLC40A1	30061
SLC44A1	23446
SLC45A2	51151
SLC46A1	113235
SLC4A1	6521
SLC4A11	83959
SLC4A4	8671
SLC52A2	79581
SLC52A3	113278
SLC5A1	6523
SLC5A2	6524
SLC5A5	6528
SLC5A6	8884
SLC5A7	60482
SLC6A1	6529
SLC6A19	340024
SLC6A3	6531
SLC6A5	9152
SLC6A8	6535
SLC6A9	6536
SLC7A7	9056
SLC7A9	11136
SLC8A1	6546
SLC9A3	6550
SLC9A6	10479
SLCO1B1	10599
SLCO1B3	28234
SLCO2A1	6578
SLFN14	342618
SLIT2	9353
SLITRK6	84189
SLMAP	7871
SLURP1	57152
SLX4	84464
SMAD3	4088
SMAD4	4089
SMAD6	4091
SMAD9	4093
SMARCA4	6597
SMARCA5	8467
SMARCAL1	50485
SMARCB1	6598
SMARCC1	6599
SMARCC2	6601
SMARCD1	6602
SMARCE1	6605
SMC1A	8243
SMC2	10592
SMC3	9126
SMCHD1	23347
SMG1	23049
SMG6	23293
SMG8	55181
SMG9	56006
SMN1	6606
SMO	6608
SMOC1	64093
SMOC2	64094
SMPD1	6609
SMPD4	55627
SMPX	23676
SMS	6611
SNAP25	6616
SNAP29	9342
SND1	27044
SNRNP200	23020
SNRNP70	6625
SNW1	22938
SNX10	29887
SNX14	57231
SNX2	6643
SNX27	81609
SOBP	55084
SOCS1	8651
SOD1	6647
SOHLH1	402381
SON	6651
SORD	6652
SORL1	6653
SOS1	6654
SOST	50964
SOX10	6663
SOX11	6664
SOX17	64321
SOX18	54345
SOX2	6657
SOX5	6660
SOX6	55553
SOX9	6662
SP1	6667
SP110	3431
SP3	6670
SPAG1	6674
SPART	23111
SPAST	6683
SPATA7	55812
SPATC1L	84221
SPEF2	79925
SPEG	10290
SPEN	23013
SPG11	80208
SPG21	51324
SPG7	6687
SPI1	6688
SPIDR	23514
SPINK1	6690
SPINK5	11005
SPINT2	10653
SPOP	8405
SPPL2A	84888
SPR	6697
SPRED1	161742
SPRED2	200734
SPRTN	83932
SPRY2	10253
SPTA1	6708
SPTAN1	6709
SPTB	6710
SPTBN1	6711
SPTBN2	6712
SPTBN4	57731
SQSTM1	8878
SRC	6714
SRCAP	10847
SRD5A2	6716
SRD5A3	79644
SRF	6722
SRGAP2	23380
SRGAP3	9901
SRP54	6729
SRRM1	10250
SRRM2	23524
SRSF1	6426
SRSF3	6428
SRSF7	6432
SRY	6736
SSBP2	23635
SSR4	6748
SSRP1	6749
ST14	6768
ST3GAL3	6487
ST3GAL5	8869
ST7	7982
STAC3	246329
STAG1	10274
STAG2	10735
STAG3	10734
STAMBP	10617
STAR	6770
STAT1	6772
STAT2	6773
STAT3	6774
STAT5A	6776
STAT5B	6777
STAT6	6778
STIL	6491
STIM1	6786
STK11	6794
STK39	27347
STK4	6789
STMN2	11075
STRA6	64220
STRADA	92335
STRBP	55342
STRC	161497
STS	412
STUB1	10273
STX11	8676
STX1B	112755
STX3	6809
STXBP1	6812
STXBP2	6813
SUCLA2	8803
SUCLG1	8802
SUCO	51430
SUFU	51684
SUGCT	79783
SULT2B1	6820
SUMF1	285362
SUN5	140732
SUOX	6821
SUPT6H	6830
SURF1	6834
SUZ12	23512
SVBP	374969
SVIL	6840
SYCE1	93426
SYCP2	10388
SYN1	6853
SYNCRIP	10492
SYNE1	23345
SYNE2	23224
SYNE4	163183
SYNGAP1	8831
